type,poxX,poxY,poxZ,quatX,quatY,quatZ,quatW,stampSecs,stampNSecs,recSecs,recNSecs
Mocap,0.0127201,-0.16793,0.932427,0.000144681,-0.00725575,0.550809,0.8346,1541955620,440713361,1541955620,459361978
Mocap,0.0127233,-0.16794,0.932412,8.19687e-05,-0.00721837,0.550835,0.834583,1541955620,450834214,1541955620,469319978
Mocap,0.0127197,-0.167926,0.932424,0.00014388,-0.00723292,0.550809,0.8346,1541955620,460695512,1541955620,479366978
Mocap,0.0127081,-0.167915,0.932422,0.000175619,-0.00727736,0.550723,0.834656,1541955620,471423534,1541955620,489348978
Mocap,0.0127219,-0.167922,0.932422,0.000176138,-0.00730714,0.550827,0.834587,1541955620,480561678,1541955620,499442978
Mocap,0.0126929,-0.167919,0.932426,0.000214316,-0.00725897,0.550733,0.83465,1541955620,490531528,1541955620,509415978
Mocap,0.0127248,-0.16794,0.932425,8.26554e-05,-0.00722365,0.550899,0.834541,1541955620,500382615,1541955620,519468978
Mocap,0.01272,-0.167921,0.932426,0.000150092,-0.00724443,0.550781,0.834618,1541955620,510824405,1541955620,529428978
Mocap,0.0127156,-0.167924,0.932421,0.000166308,-0.00726618,0.550744,0.834643,1541955620,521118388,1541955620,539651978
Mocap,0.0127037,-0.167932,0.932426,0.000185653,-0.00731306,0.550841,0.834578,1541955620,531034044,1541955620,549317978
Mocap,0.0127079,-0.167919,0.932421,0.000160467,-0.00730146,0.550757,0.834634,1541955620,540655236,1541955620,559495978
Mocap,0.0127,-0.167912,0.93243,0.000193327,-0.00720765,0.550742,0.834644,1541955620,550686985,1541955620,569061978
Mocap,0.0127218,-0.167936,0.932425,0.000104972,-0.00721616,0.550835,0.834583,1541955620,560806596,1541955620,579398978
Mocap,0.0127111,-0.16795,0.932436,8.53685e-05,-0.00715683,0.550967,0.834497,1541955620,570897914,1541955620,589077978
Mocap,0.0127015,-0.16792,0.932425,0.000172541,-0.007323,0.550825,0.834588,1541955620,581123848,1541955620,599383978
Mocap,0.0127074,-0.167928,0.932426,0.000167219,-0.00723751,0.550758,0.834633,1541955620,590587490,1541955620,609087978
Mocap,0.0127229,-0.167926,0.932423,0.000137634,-0.00729235,0.550799,0.834606,1541955620,600628122,1541955620,619116978
Mocap,0.0127153,-0.167938,0.932421,8.44441e-05,-0.00725514,0.550855,0.834569,1541955620,610522819,1541955620,629066978
Mocap,0.0127083,-0.167919,0.932413,0.000187866,-0.00727459,0.550759,0.834633,1541955620,619882646,1541955620,639111978
Mocap,0.0127149,-0.167925,0.932416,0.000168018,-0.00729469,0.550818,0.834593,1541955620,630741979,1541955620,649023978
Mocap,0.012701,-0.167918,0.932425,0.000140568,-0.00732401,0.55075,0.834638,1541955620,641131153,1541955620,659116978
Mocap,0.0127211,-0.167928,0.932431,0.000101139,-0.00725823,0.550893,0.834545,1541955620,650776989,1541955620,669086978
Mocap,0.0127046,-0.167925,0.932426,0.000171163,-0.00729872,0.5508,0.834605,1541955620,660820275,1541955620,679576978
Mocap,0.0127154,-0.167923,0.932418,0.000155852,-0.00733204,0.55079,0.834612,1541955620,670775798,1541955620,689080978
Mocap,0.0127065,-0.167941,0.932423,8.41947e-05,-0.00725135,0.550912,0.834532,1541955620,680803209,1541955620,699130978
Mocap,0.0127065,-0.167931,0.932418,0.000190877,-0.00730207,0.550785,0.834615,1541955620,691306823,1541955620,709039978
Mocap,0.0127086,-0.16794,0.93241,0.000110418,-0.00720096,0.550845,0.834576,1541955620,700859521,1541955620,719089978
Mocap,0.0127151,-0.167918,0.932432,0.000145897,-0.00724072,0.550833,0.834584,1541955620,711037108,1541955620,729034978
Mocap,0.0127022,-0.167924,0.932432,0.000130876,-0.00724399,0.5509,0.83454,1541955620,720615649,1541955620,739293978
Mocap,0.0127053,-0.167926,0.932425,0.000134065,-0.00727334,0.550794,0.834609,1541955620,730917526,1541955620,749065978
Mocap,0.0127028,-0.167919,0.932431,0.000177389,-0.00724981,0.550816,0.834595,1541955620,741509567,1541955620,759113978
Mocap,0.0127157,-0.167932,0.932431,0.00017325,-0.00723957,0.550839,0.83458,1541955620,750992758,1541955620,769064978
Mocap,0.0127154,-0.167949,0.932409,8.38503e-05,-0.00721411,0.550854,0.834571,1541955620,760929390,1541955620,779114978
Mocap,0.0127114,-0.167934,0.932422,0.000173834,-0.00732974,0.550833,0.834583,1541955620,770697747,1541955620,789069978
Mocap,0.0127073,-0.167931,0.932417,0.000147439,-0.00728348,0.550811,0.834598,1541955620,780953072,1541955620,799115978
Mocap,0.0127035,-0.167906,0.932431,0.000232296,-0.00729229,0.550805,0.834602,1541955620,791500941,1541955620,809036978
Mocap,0.0127093,-0.167908,0.932421,0.000173789,-0.00727626,0.550737,0.834647,1541955620,800835006,1541955620,819131978
Mocap,0.0127028,-0.167929,0.932425,0.000176772,-0.0072575,0.550834,0.834583,1541955620,810973889,1541955620,829068978
Mocap,0.0127056,-0.167927,0.932424,0.000158896,-0.00728861,0.550798,0.834607,1541955620,820777311,1541955620,839310978
Mocap,0.0127015,-0.167927,0.932417,0.000165126,-0.00721181,0.550769,0.834626,1541955620,830803637,1541955620,849066978
Mocap,0.0127105,-0.167945,0.932424,8.86492e-05,-0.00721035,0.550874,0.834558,1541955620,841584611,1541955620,859304978
Mocap,0.0126999,-0.16792,0.932424,0.000158733,-0.00726962,0.550804,0.834603,1541955620,851690690,1541955620,869034978
Mocap,0.012707,-0.167928,0.932424,0.000170797,-0.00725621,0.550774,0.834623,1541955620,860836775,1541955620,879306978
Mocap,0.0127191,-0.167946,0.932434,6.98888e-05,-0.00724397,0.550883,0.834551,1541955620,870652694,1541955620,889081978
Mocap,0.0127164,-0.167927,0.932419,0.000152936,-0.00720972,0.550845,0.834576,1541955620,881077416,1541955620,899323978
Mocap,0.0127174,-0.167916,0.932425,0.000166479,-0.00728883,0.550758,0.834633,1541955620,890860889,1541955620,909066978
Mocap,0.0127114,-0.167916,0.932423,0.000163122,-0.00729466,0.550776,0.834622,1541955620,901159300,1541955620,919302978
